Metagenome,MAG_ID,BGC_ID,class,Predicted_product,lg(TPM),Domain,Phylum,Class,Order,Family,Genus,Species
M24,Aegir_M24_B95,CEPJKJNM_69.region001,RiPP,RiPP-like,2.475869948,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M24,Aegir_M24_B95,CEPJKJNM_7.region001,RiPP,RRE-containing,2.275271498,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M24,Aegir_M24_B97,FINALPNG_23.region001,RiPP,RiPP-like,1.99181016,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_12.region001,RiPP,RRE-containing,1.712820718,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_1.region001,Terpene,Terpene generic,1.710615906,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_30.region001,Other,hserlactone,1.536350695,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_6.region001,Polyketide,T1PKS,1.377566574,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B98,PCFAOBBO_341.region001,Other,hserlactone,2.034391056,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,
M24,Aegir_M24_B99,FNLHKMGP_242.region001,RiPP,RiPP-like,1.631329947,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M24,Aegir_M24_B99,FNLHKMGP_101.region001,RiPP,redox-cofactor,1.505953002,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M25,Aegir_M25_B10,DBCOEKGD_3.region001,RiPP,RRE-containing,2.154601529,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP23,
M25,Aegir_M25_B103,ICIFODNN_180.region001,RiPP,RiPP-like,3.600842445,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,
M25,Aegir_M25_B106,HFKNKOGN_92.region001,RiPP,RiPP-like,3.778136539,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M25,Aegir_M25_B106,HFKNKOGN_78.region001,Terpene,Terpene generic,2.498661481,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M25,Aegir_M25_B109,PGHPAOFP_62.region001,RiPP,RiPP-like,3.064414698,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,JALVIT01,
M25,Aegir_M25_B12,ODBLGFJF_200.region001,Polyketide,T3PKS,1.935569188,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,S143-5,
M25,Aegir_M25_B122,OPOHHODP_78.region001,Other,betalactone,2.877276257,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
M25,Aegir_M25_B124,MNFECHNJ_169.region001,NRP,NRP generic,2.746160142,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B124,MNFECHNJ_15.region001,RiPP,RRE-containing,2.652662232,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B124,MNFECHNJ_54.region001,Hybrid,NRPS:T1PKS,2.158701191,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B125,EBNFPCOF_137.region001,Hybrid,NRPS:betalactone,3.024803829,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_49.region001,Terpene,Terpene generic,2.949622118,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_200.region001,Other,hydrogen-cyanide,2.674302437,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_143.region001,Polyketide,T3PKS,2.471462819,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_5.region001,Hybrid,lassopeptide:RRE-containing,2.128069819,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B13,IMNOPJAD_32.region001,Other,nucleoside,2.462914511,Bacteria,Myxococcota,UBA796,UBA796,,,
M25,Aegir_M25_B13,IMNOPJAD_45.region001,Terpene,Terpene generic,2.460555783,Bacteria,Myxococcota,UBA796,UBA796,,,
M25,Aegir_M25_B13,IMNOPJAD_18.region001,NRP,NRPS-like,2.134041257,Bacteria,Myxococcota,UBA796,UBA796,,,
M25,Aegir_M25_B131,LMAEHAIC_71.region001,RiPP,RiPP-like,2.799939343,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,
M25,Aegir_M25_B131,LMAEHAIC_52.region001,RiPP,RRE-containing,2.477599853,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,
M25,Aegir_M25_B131,LMAEHAIC_7.region001,NRP,NRPS-like,2.339513764,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,
M25,Aegir_M25_B132,PAAOCNBG_31.region001,RiPP,RiPP-like,2.531524231,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,NBVN01,WAOK01,
M25,Aegir_M25_B134,FMDDOPJB_47.region001,RiPP,RiPP-like,3.260910671,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
M25,Aegir_M25_B134,FMDDOPJB_82.region001,Other,phosphonate,3.161221122,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
M25,Aegir_M25_B136,CDPKENHP_13.region001,RiPP,redox-cofactor,2.437412573,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN39,
M25,Aegir_M25_B138,FLOJAPCK_2.region001,Terpene,Terpene generic,3.339284799,Bacteria,Pseudomonadota,Gammaproteobacteria,S140-43,S140-43,S140-43,
M25,Aegir_M25_B138,FLOJAPCK_8.region001,Other,acyl_amino_acids,3.080046304,Bacteria,Pseudomonadota,Gammaproteobacteria,S140-43,S140-43,S140-43,
M25,Aegir_M25_B138,FLOJAPCK_15.region001,Terpene,Terpene generic,3.00829158,Bacteria,Pseudomonadota,Gammaproteobacteria,S140-43,S140-43,S140-43,
M25,Aegir_M25_B14,ENDLLHIJ_41.region001,Terpene,Terpene generic,3.665932536,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B14,ENDLLHIJ_194.region001,Hybrid,NRPS:T1PKS,3.089893463,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B14,ENDLLHIJ_101.region001,Terpene,Terpene generic,3.049987149,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B14,ENDLLHIJ_137.region001,NRP,NRPS-like,2.871523928,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B142,ACGGOOMM_52.region001,NRP,NRP generic,2.48428227,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,
M25,Aegir_M25_B144,BIHIBKCH_113.region001,Polyketide,T1PKS,3.046543399,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M25,Aegir_M25_B144,BIHIBKCH_38.region001,RiPP,thiopeptide,2.769729755,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M25,Aegir_M25_B146,ELPKCMEI_16.region001,RiPP,RiPP-like,3.575237447,Archaea,Nanobdellota,Nanobdellia,Nanobdellales,,,
M25,Aegir_M25_B157,DBICPAKL_73.region001,Hybrid,NRPS-like:RiPP-like,2.690692205,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,,
M25,Aegir_M25_B16,EOJPKJHJ_143.region001,RiPP,RRE-containing,2.176441114,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JALTDM01,JALTDM01,
M25,Aegir_M25_B164,KPHMFJIM_11.region001,Other,hserlactone,2.175947951,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitrosophilus_A,
M25,Aegir_M25_B171,JBCKNOCK_1.region001,Terpene,Terpene generic,3.217769442,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M25,Aegir_M25_B18,HGPHKBJF_38.region001,RiPP,RiPP-like,3.213553423,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,NBVN01,EX4484-204,
M25,Aegir_M25_B184,ECIDCPJL_15.region001,RiPP,RRE-containing,2.476827964,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Fervidicoccaceae,,
M25,Aegir_M25_B187,JGCCPAEM_109.region001,RiPP,RRE-containing,2.740973647,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAMOVQ01,
M25,Aegir_M25_B187,JGCCPAEM_70.region001,RiPP,RRE-containing,2.707542603,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAMOVQ01,
M25,Aegir_M25_B191,DOFINDKD_55.region001,RiPP,redox-cofactor,3.753146263,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M25,Aegir_M25_B191,DOFINDKD_97.region001,Other,arylpolyene,3.634095871,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M25,Aegir_M25_B195,EJAAFDIG_104.region001,RiPP,RiPP-like,2.747756228,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,
M25,Aegir_M25_B198,AFNHJEFG_35.region001,Hybrid,NRPS-like:RRE-containing,2.893031623,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JAADDV01,
M25,Aegir_M25_B198,AFNHJEFG_24.region001,RiPP,RiPP-like,2.748957153,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JAADDV01,
M25,Aegir_M25_B199,BNINIGFF_141.region001,Other,betalactone,2.761606414,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,Sulfidibacterium,
M25,Aegir_M25_B199,BNINIGFF_83.region001,RiPP,RRE-containing,2.476635206,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,Sulfidibacterium,
M25,Aegir_M25_B21,MCNDNIFN_87.region001,RiPP,RRE-containing,2.980425461,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,
M25,Aegir_M25_B21,MCNDNIFN_143.region001,RiPP,RRE-containing,2.641450396,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,
M25,Aegir_M25_B213,IPAOHKCN_127.region001,Other,arylpolyene,3.627229283,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,Thiohalophilaceae,JALSSV01,
M25,Aegir_M25_B215,DBLJEKIA_31.region001,Terpene,Terpene generic,3.741108307,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,
M25,Aegir_M25_B216,NDPGLPLK_31.region001,RiPP,RRE-containing,2.776638602,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,,
M25,Aegir_M25_B216,NDPGLPLK_30.region001,Other,betalactone,2.748289562,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,,
M25,Aegir_M25_B216,NDPGLPLK_23.region001,RiPP,RRE-containing,2.653112067,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,,
M25,Aegir_M25_B221,HDNFIEHE_2.region001,RiPP,RiPP-like,2.875368212,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JALVZP01,,
M25,Aegir_M25_B222,IJDCOELN_81.region001,RiPP,RiPP-like,3.399828082,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAML01,
M25,Aegir_M25_B225,IPPMKPGL_94.region001,Other,betalactone,2.475352335,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,,
M25,Aegir_M25_B228,MMMPPMMI_72.region001,RiPP,RiPP-like,3.461113273,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,Calypsonella,
M25,Aegir_M25_B229,NDFDGGDH_119.region001,RiPP,RiPP-like,2.464514966,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M25,Aegir_M25_B229,NDFDGGDH_7.region001,Hybrid,NRPS:T1PKS,1.769002895,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M25,Aegir_M25_B231,GCMBIIMM_62.region001,RiPP,RiPP-like,3.013446393,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator_A,
M25,Aegir_M25_B231,GCMBIIMM_9.region001,RiPP,RiPP-like,2.936481883,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator_A,
M25,Aegir_M25_B231,GCMBIIMM_7.region001,Other,acyl_amino_acids,2.799424455,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator_A,
M25,Aegir_M25_B232,BDOMIJBA_152.region001,RiPP,RiPP-like,2.446486445,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M25,Aegir_M25_B239,IEDIOMHP_43.region001,Polyketide,T3PKS,3.651653428,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_55.region001,Polyketide,T1PKS,2.816235449,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_5.region001,Polyketide,T1PKS,2.775248012,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_114.region001,NRP,NRPS-like,2.738908435,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_9.region001,Other,betalactone,2.44031113,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_46.region001,Polyketide,T1PKS,2.120158122,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B245,MJIPPEME_8.region001,NRP,NRPS-like,3.422730452,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JALSSE01,
M25,Aegir_M25_B25,DLIGJPKI_19.region001,RiPP,RRE-containing,3.321861742,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,JACXUG01,
M25,Aegir_M25_B254,DFDIHNMG_541.region001,RiPP,RRE-containing,2.527702086,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,
M25,Aegir_M25_B34,FHCMHAMK_203.region001,Hybrid,PUFA:T1PKS,2.123848791,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,
M25,Aegir_M25_B35,MMCIJMOE_28.region001,RiPP,redox-cofactor,3.561680142,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
M25,Aegir_M25_B36,KIPJBGOE_56.region001,RiPP,RRE-containing,3.227158434,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B38,KCLEFMIG_28.region001,NRP,NRPS-like,2.641826111,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,
M25,Aegir_M25_B38,KCLEFMIG_34.region001,Hybrid,arylpolyene:resorcinol,2.099502232,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,
M25,Aegir_M25_B50,ADKCALKC_6.region001,RiPP,RRE-containing,3.642484394,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,
M25,Aegir_M25_B50,ADKCALKC_20.region001,Other,hserlactone,3.051942408,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,
M25,Aegir_M25_B50,ADKCALKC_31.region001,RiPP,RiPP-like,2.802834047,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,
M25,Aegir_M25_B55,CMAAFGAB_51.region001,Terpene,Terpene generic,3.128250817,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B55,CMAAFGAB_32.region001,NRP,NRPS-like,2.433407498,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B56,NICDANKK_56.region001,Hybrid,NRPS:T1PKS,2.679173525,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,
M25,Aegir_M25_B6,HLLDGPEO_16.region001,RiPP,RRE-containing,2.812562944,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,
M25,Aegir_M25_B6,HLLDGPEO_60.region001,RiPP,thiopeptide,2.396284968,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,
M25,Aegir_M25_B63,ECEBLJCB_19.region001,RiPP,RiPP-like,3.670471292,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,Pyrolobus,
M25,Aegir_M25_B64,NPKIOIOJ_12.region001,NRP,NRPS-like,3.363313453,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,
M25,Aegir_M25_B65,AJPDMLKK_206.region001,RiPP,redox-cofactor,4.124669109,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_334.region001,RiPP,RiPP-like,3.559126607,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B73,FLFHMAHC_121.region001,RiPP,RiPP-like,3.17484572,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,Desulfothermus,
M25,Aegir_M25_B77,IHGNANKF_24.region001,RiPP,RiPP-like,2.94830909,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,CAIJNA01,
M25,Aegir_M25_B78,EAGGALCG_43.region001,RiPP,RRE-containing,2.777023292,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,
M25,Aegir_M25_B78,EAGGALCG_7.region001,Hybrid,arylpolyene:Terpene,2.770308331,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,
M25,Aegir_M25_B78,EAGGALCG_30.region001,RiPP,ranthipeptide,2.368806045,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,
M25,Aegir_M25_B79,DGAMHEBP_111.region001,NRP,NRPS-like,2.153714953,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,,
M25,Aegir_M25_B81,NAMCIKMA_46.region001,RiPP,RRE-containing,2.176505481,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,
M25,Aegir_M25_B83,MENCFBOC_561.region001,Other,phosphonate,2.827193393,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,,
M25,Aegir_M25_B83,MENCFBOC_252.region001,Terpene,Terpene generic,2.673560457,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,,
M25,Aegir_M25_B84,HDCNPNCJ_12.region001,Terpene,Terpene generic,2.967451644,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,
M25,Aegir_M25_B84,HDCNPNCJ_14.region001,Other,betalactone,2.815236352,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,
M25,Aegir_M25_B87,DKBJNFLL_178.region001,Polyketide,T3PKS,3.377187877,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B87,DKBJNFLL_141.region001,Polyketide,hglE-KS,3.292769723,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B87,DKBJNFLL_154.region001,Terpene,Terpene generic,3.006920319,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B87,DKBJNFLL_109.region001,Other,arylpolyene,2.65600965,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B88,PNKOKCJG_2.region001,RiPP,RiPP-like,2.775230977,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
M25,Aegir_M25_B93,CNKJHFHF_10.region001,Polyketide,T3PKS,2.399882765,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,
M25,Aegir_M25_B93,CNKJHFHF_8.region001,Hybrid,RiPP-redox-cofactor:thioamitides:thiopeptide,2.327714153,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,
M25,Aegir_M25_B93,CNKJHFHF_72.region001,NRP,NRPS-like,1.912558481,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,
M25,Aegir_M25_B95,DNIJFPOO_10.region001,RiPP,RiPP-like,2.748356275,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
M25,Aegir_M25_B98,MHGIKJMM_48.region001,RiPP,RiPP-like,3.049746698,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M25,Aegir_M25_B98,MHGIKJMM_76.region001,Other,hserlactone,2.774125144,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M36,Aegir_M36_B1,KLDNEJDF_28.region001,RiPP,RiPP-like,2.790250741,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
M36,Aegir_M36_B1,KLDNEJDF_34.region001,Other,hserlactone,2.687535904,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
M36,Aegir_M36_B10,DFGJMDKL_248.region001,Other,hydrogen-cyanide,2.979938557,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,,
M36,Aegir_M36_B13,IKNLIDBL_3.region001,Polyketide,T1PKS,2.879540894,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M36,Aegir_M36_B13,IKNLIDBL_119.region001,RiPP,RiPP-like,2.774410878,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M36,Aegir_M36_B13,IKNLIDBL_46.region001,RiPP,RiPP-like,2.538293562,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M36,Aegir_M36_B15,LAPKCFCO_69.region001,RiPP,ranthipeptide,2.577897129,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,,
M36,Aegir_M36_B15,LAPKCFCO_118.region001,RiPP,RRE-containing,2.42186946,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,,
M36,Aegir_M36_B15,LAPKCFCO_24.region001,Other,hydrogen-cyanide,2.40462066,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,,
M36,Aegir_M36_B2,NDAJAKLO_9.region001,Other,betalactone,2.891209308,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_97.region001,Polyketide,hglE-KS,2.698227751,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_137.region001,NRP,NRP generic,2.648418716,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_217.region001,RiPP,RiPP-like,2.507431886,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_47.region001,Polyketide,hglE-KS,2.358869737,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_144.region001,Polyketide,T1PKS,2.309434693,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_163.region001,Other,hydrogen-cyanide,2.116420337,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B21,KFOBHDBC_645.region001,RiPP,sactipeptide,3.282515077,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,
M36,Aegir_M36_B23,KFHHGAEL_190.region001,Terpene,Terpene generic,2.234369595,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M36,Aegir_M36_B24,DHGLLEPI_55.region001,Other,arylpolyene,3.411364076,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
M36,Aegir_M36_B3,IJGCPAEO_63.region001,Other,arylpolyene,2.767970356,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,
M36,Aegir_M36_B33,HDDLGHFE_4.region001,Terpene,Terpene generic,3.8294663,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M36,Aegir_M36_B33,HDDLGHFE_85.region001,RiPP,RiPP-like,3.551958188,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M36,Aegir_M36_B34,CHHKDDGB_45.region001,RiPP,RiPP-like,2.967060766,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
M36,Aegir_M36_B34,CHHKDDGB_23.region001,Other,betalactone,2.910770015,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
